-50.00	0.9998	745
-49.99	0.9998	745
-49.98	0.9998	745
-49.97	0.9998	745
-49.96	0.9998	745
-49.95	0.9998	745
-49.94	0.9998	745
-49.93	0.9998	745
-49.92	0.9998	745
-49.91	0.9998	745
-49.90	0.9998	745
-49.89	0.9998	745
-49.88	0.9998	745
-49.87	0.9998	744
-49.86	0.9998	744
-49.85	0.9998	744
-49.84	0.9998	744
-49.83	0.9998	744
-49.82	0.9998	744
-49.81	0.9998	744
-49.80	0.9998	744
-49.79	0.9998	744
-49.78	0.9998	744
-49.77	0.9998	744
-49.76	0.9998	744
-49.75	0.9998	744
-49.74	0.9998	744
-49.73	0.9998	744
-49.72	0.9998	744
-49.71	0.9998	744
-49.70	0.9998	744
-49.69	0.9998	744
-49.68	0.9998	743
-49.67	0.9998	743
-49.66	0.9998	743
-49.65	0.9998	743
-49.64	0.9998	743
-49.63	0.9998	743
-49.62	0.9998	743
-49.61	0.9998	743
-49.60	0.9998	743
-49.59	0.9998	743
-49.58	0.9998	743
-49.57	0.9998	743
-49.56	0.9998	743
-49.55	0.9998	743
-49.54	0.9998	743
-49.53	0.9998	743
-49.52	0.9998	743
-49.51	0.9998	743
-49.50	0.9998	743
-49.49	0.9998	743
-49.48	0.9998	742
-49.47	0.9998	742
-49.46	0.9998	742
-49.45	0.9998	742
-49.44	0.9998	742
-49.43	0.9998	742
-49.42	0.9998	742
-49.41	0.9998	742
-49.40	0.9998	742
-49.39	0.9998	742
-49.38	0.9998	742
-49.37	0.9998	742
-49.36	0.9998	742
-49.35	0.9998	742
-49.34	0.9998	742
-49.33	0.9998	742
-49.32	0.9998	742
-49.31	0.9998	742
-49.30	0.9998	742
-49.29	0.9998	742
-49.28	0.9998	741
-49.27	0.9998	741
-49.26	0.9998	741
-49.25	0.9998	741
-49.24	0.9998	741
-49.23	0.9998	741
-49.22	0.9998	741
-49.21	0.9998	741
-49.20	0.9998	741
-49.19	0.9998	741
-49.18	0.9998	741
-49.17	0.9998	741
-49.16	0.9998	741
-49.15	0.9998	741
-49.14	0.9998	741
-49.13	0.9998	741
-49.12	0.9998	741
-49.11	0.9998	741
-49.10	0.9998	741
-49.09	0.9998	740
-49.08	0.9998	740
-49.07	0.9998	740
-49.06	0.9998	740
-49.05	0.9998	740
-49.04	0.9998	740
-49.03	0.9998	740
-49.02	0.9998	740
-49.01	0.9998	740
-49.00	0.9998	740
-48.99	0.9998	740
-48.98	0.9998	740
-48.97	0.9998	740
-48.96	0.9998	740
-48.95	0.9998	740
-48.94	0.9998	740
-48.93	0.9998	740
-48.92	0.9998	740
-48.91	0.9998	740
-48.90	0.9998	739
-48.89	0.9998	739
-48.88	0.9998	739
-48.87	0.9998	739
-48.86	0.9998	739
-48.85	0.9998	739
-48.84	0.9998	739
-48.83	0.9998	739
-48.82	0.9998	739
-48.81	0.9998	739
-48.80	0.9998	739
-48.79	0.9998	739
-48.78	0.9998	739
-48.77	0.9998	739
-48.76	0.9998	739
-48.75	0.9998	739
-48.74	0.9998	739
-48.73	0.9998	739
-48.72	0.9998	739
-48.71	0.9998	739
-48.70	0.9998	738
-48.69	0.9998	738
-48.68	0.9998	738
-48.67	0.9998	738
-48.66	0.9998	738
-48.65	0.9998	738
-48.64	0.9998	738
-48.63	0.9998	738
-48.62	0.9998	738
-48.61	0.9998	738
-48.60	0.9998	738
-48.59	0.9998	738
-48.58	0.9998	738
-48.57	0.9998	738
-48.56	0.9998	738
-48.55	0.9998	738
-48.54	0.9998	738
-48.53	0.9998	738
-48.52	0.9998	738
-48.51	0.9998	737
-48.50	0.9998	737
-48.49	0.9998	737
-48.48	0.9998	737
-48.47	0.9998	737
-48.46	0.9998	737
-48.45	0.9998	737
-48.44	0.9998	737
-48.43	0.9998	737
-48.42	0.9998	737
-48.41	0.9998	737
-48.40	0.9998	737
-48.39	0.9998	737
-48.38	0.9998	737
-48.37	0.9998	737
-48.36	0.9998	737
-48.35	0.9998	737
-48.34	0.9998	737
-48.33	0.9998	737
-48.32	0.9998	736
-48.31	0.9998	736
-48.30	0.9998	736
-48.29	0.9998	736
-48.28	0.9998	736
-48.27	0.9998	736
-48.26	0.9998	736
-48.25	0.9998	736
-48.24	0.9998	736
-48.23	0.9998	736
-48.22	0.9998	736
-48.21	0.9998	736
-48.20	0.9998	736
-48.19	0.9998	736
-48.18	0.9998	736
-48.17	0.9998	736
-48.16	0.9998	736
-48.15	0.9998	736
-48.14	0.9998	736
-48.13	0.9998	735
-48.12	0.9998	735
-48.11	0.9998	735
-48.10	0.9998	735
-48.09	0.9998	735
-48.08	0.9998	735
-48.07	0.9998	735
-48.06	0.9998	735
-48.05	0.9998	735
-48.04	0.9998	735
-48.03	0.9998	735
-48.02	0.9998	735
-48.01	0.9998	735
-48.00	0.9998	735
-47.99	0.9998	735
-47.98	0.9998	735
-47.97	0.9998	735
-47.96	0.9998	735
-47.95	0.9998	735
-47.94	0.9998	734
-47.93	0.9998	734
-47.92	0.9998	734
-47.91	0.9998	734
-47.90	0.9998	734
-47.89	0.9998	734
-47.88	0.9998	734
-47.87	0.9998	734
-47.86	0.9998	734
-47.85	0.9998	734
-47.84	0.9998	734
-47.83	0.9998	734
-47.82	0.9998	734
-47.81	0.9998	734
-47.80	0.9998	734
-47.79	0.9998	734
-47.78	0.9998	734
-47.77	0.9998	734
-47.76	0.9998	734
-47.75	0.9998	733
-47.74	0.9998	733
-47.73	0.9998	733
-47.72	0.9998	733
-47.71	0.9998	733
-47.70	0.9998	733
-47.69	0.9998	733
-47.68	0.9998	733
-47.67	0.9998	733
-47.66	0.9998	733
-47.65	0.9998	733
-47.64	0.9998	733
-47.63	0.9998	733
-47.62	0.9998	733
-47.61	0.9998	733
-47.60	0.9998	733
-47.59	0.9998	733
-47.58	0.9998	733
-47.57	0.9998	733
-47.56	0.9998	732
-47.55	0.9998	732
-47.54	0.9998	732
-47.53	0.9998	732
-47.52	0.9998	732
